Nom municipi,Districte,Secció,Cens electoral,Votants,xcoord,ycoord,MUNICIPI,area,Turnout,Density
MATARÓ,6,8,1360,639,2.4305171374954,41.538941663293,81213.0,44871.6285400391,0.4698529411764706,30308.683777466817
MATARÓ,6,9,1013,386,2.4294473857582,41.5285088839865,81213.0,1772990.54162598,0.3810463968410661,571.3510457145443
MATARÓ,6,10,1772,846,2.43547997302217,41.5332273214143,81213.0,101747.436035156,0.47742663656884876,17415.672267041053
MATARÓ,6,11,1063,561,2.43718443925148,41.5352036172945,81213.0,36836.1214599609,0.5277516462841016,28857.544113471067
MATARÓ,6,12,1219,528,2.43308828670409,41.5353646034965,81213.0,75346.3796386719,0.4331419196062346,16178.61409991811
MATARÓ,6,13,689,304,2.43094589428859,41.5381241297799,81213.0,46499.8640136719,0.4412191582002903,14817.247633184908
MATARÓ,6,14,1439,768,2.43551157326413,41.5364283724096,81213.0,50205.7445068359,0.5337039610840861,28662.058777040325
MAÇANET DE CABRENYS,1,1,571,386,2.7326658527372,42.3842650352956,171024.0,67620569.9777832,0.6760070052539404,8.444176087063486
MAÇANET DE LA SELVA,1,1,1102,607,2.73235788179478,41.775905567711,171030.0,606515.376708984,0.5508166969147006,1816.936622414369
MAÇANET DE LA SELVA,1,2,1891,588,2.70655587359983,41.7725632578368,171030.0,24210677.3168945,0.31094658910629297,78.10603459162365
MAÇANET DE LA SELVA,1,3,1144,563,2.73349167996464,41.7807024226168,171030.0,390844.114746094,0.49213286713286714,2926.998147952624
MAÇANET DE LA SELVA,1,4,1100,385,2.74610461789406,41.7520932566244,171030.0,20466078.5482178,0.35,53.74747279545591
MEDIONA,1,1,1772,846,1.63216022808588,41.481054319107,81228.0,47969738.0340576,0.47742663656884876,36.93995574338792
MENÀRGUENS,1,1,598,388,0.730059810338535,41.7385589315878,251348.0,20535397.9401855,0.6488294314381271,29.12044859037186
MERANGES,1,1,78,58,1.76545017513388,42.4579371069949,170998.0,37930306.1578369,0.7435897435897436,2.056403121963311
MIERES,1,1,269,171,2.63130816571558,42.1220805624487,171058.0,26118702.7780762,0.6356877323420075,10.29913324124949
EL MILÀ,1,1,149,91,1.20612687697664,41.2515341025955,430831.0,4164857.47338867,0.610738255033557,35.77553396533604
MIRALCAMP,1,1,990,554,0.895153618491457,41.5984030137173,251351.0,14890035.46521,0.5595959595959596,66.48741719340408
MIRAVET,1,1,512,341,0.576941977313919,41.0416059073561,430846.0,32584484.8778076,0.666015625,15.712999665945592
MOIÀ,1,1,1839,1040,2.12930579191668,41.8202384312854,81385.0,37508684.2357178,0.5655247417074497,49.02864596484044
MOIÀ,1,2,1804,1001,2.07682242772972,41.8350947944385,81385.0,22470507.6187744,0.5548780487804879,80.28301054012393
MOIÀ,1,3,934,562,2.07284279775285,41.7975591756016,81385.0,15556460.0361328,0.6017130620985011,60.03936614310773
EL MOLAR,1,1,230,165,0.706994874359845,41.1650042439399,430859.0,22750264.4726562,0.717391304347826,10.109772582047984
MOLINS DE REI,1,1,941,603,2.01724445952724,41.4132526637585,81234.0,68172.2507324219,0.640807651434644,13803.270243980249
MOLINS DE REI,1,2,1493,916,2.01249283590199,41.4117767177497,81234.0,327326.825683594,0.6135298057602143,4561.190476466442
MOLINS DE REI,1,3,1306,782,2.01793382786934,41.4109247958824,81234.0,71562.4184570312,0.5987748851454824,18249.802454401008
MOLINS DE REI,2,1,2255,1395,2.01619152483202,41.4065933838161,81234.0,331440.458618164,0.6186252771618626,6803.635287621518
MOLINS DE REI,2,2,1287,812,2.02077794778368,41.4086880284608,81234.0,87956.4887695312,0.6309246309246309,14632.23484707619
MOLINS DE REI,2,3,1553,868,2.02011048285237,41.4064337265853,81234.0,32868.7111816406,0.5589182227945911,47248.58213690641
MOLINS DE REI,2,4,1369,770,2.02032869193151,41.4025219631065,81234.0,452772.826416016,0.5624543462381301,3023.5913467610303
MOLINS DE REI,3,1,2676,1767,2.01211377101449,41.4164692430225,81234.0,362178.757080078,0.6603139013452914,7388.616664252162
MOLINS DE REI,3,2,2631,1699,2.01608383797569,41.4202217915563,81234.0,1292353.21496582,0.6457620676548841,2035.821143579222
MOLINS DE REI,3,3,1488,985,2.0406432047883,41.4257483053427,81234.0,11021588.40979,0.6619623655913979,135.00776337086532
MOLINS DE REI,3,4,1790,1027,2.02490877810799,41.4086819651086,81234.0,281487.532226562,0.5737430167597766,6359.073831231984
MOLINS DE REI,4,1,820,433,2.02645419300488,41.3979062968553,81234.0,1395817.36535645,0.5280487804878049,587.4694070671607
MOLLERUSSA,1,1,1495,754,0.892785525933897,41.6276839199593,251370.0,230074.110961914,0.5043478260869565,6497.906234428433
MOLLERUSSA,1,2,1765,835,0.891982302323035,41.6358786234847,251370.0,1520023.18188477,0.4730878186968839,1161.1665012973474
MOLLERUSSA,1,3,744,320,0.899910086000422,41.6328853243896,251370.0,278109.08972168,0.43010752688172044,2675.2092164429587
MOLLERUSSA,1,4,1669,901,0.874188278855928,41.6185436570139,251370.0,3320940.64453125,0.5398442180946674,502.568452329439
MOLLERUSSA,1,5,1554,747,0.896835907649442,41.6198171565063,251370.0,1212183.34106445,0.4806949806949807,1281.9842901284155
MOLLERUSSA,1,6,1421,727,0.901794031738928,41.6262776517681,251370.0,412537.05078125,0.5116115411681914,3444.5390960859245
MOLLET DE PERALADA,1,1,144,104,3.010695382722,42.348261177046496,171061.0,6057779.80517578,0.7222222222222222,23.771085221183853
MOLLET DEL VALLÈS,1,1,588,288,2.20522464267986,41.5357137720698,81249.0,249990.055297852,0.4897959183673469,2352.093563479652
MOLLET DEL VALLÈS,1,2,1260,595,2.2080715452298,41.5358073159334,81249.0,53022.9957275391,0.4722222222222222,23763.27445688967
MOLLET DEL VALLÈS,1,3,1293,656,2.20689478866581,41.533314139873,81249.0,84926.7833251953,0.5073472544470224,15224.879000172901
MOLLET DEL VALLÈS,1,4,1496,877,2.21175617947607,41.535958671965,81249.0,102195.163085938,0.5862299465240641,14638.657592257896
MOLLET DEL VALLÈS,1,5,1289,642,2.21283574718979,41.5292392599106,81249.0,860437.811767578,0.49806051202482543,1498.0745643337505
MOLLET DEL VALLÈS,1,6,1519,711,2.21441230267509,41.5348935064862,81249.0,100390.24206543,0.46807109940750496,15130.952657828855
MOLLET DEL VALLÈS,1,7,1157,552,2.2179037058395,41.532452431289,81249.0,145049.634643555,0.47709593777009507,7976.579898620303
MOLLET DEL VALLÈS,2,1,1460,826,2.21431290628178,41.539704002082,81249.0,94325.3087158203,0.5657534246575342,15478.348492859244
MOLLET DEL VALLÈS,2,2,1312,774,2.21627929221368,41.5379922477145,81249.0,115058.692749023,0.5899390243902439,11402.875946642811
MOLLET DEL VALLÈS,2,3,1600,721,2.21690138469247,41.5418114081982,81249.0,60030.9136962891,0.450625,26652.934321386256
MOLLET DEL VALLÈS,2,4,1069,546,2.21809128917098,41.5432276243228,81249.0,47482.7296142578,0.510757717492984,22513.448756724545
MOLLET DEL VALLÈS,2,5,1065,539,2.22068706581548,41.5503695923055,81249.0,489691.305175781,0.5061032863849765,2174.8395136762833
MOLLET DEL VALLÈS,2,6,1052,433,2.21884965131199,41.544602485117,81249.0,40804.8835449219,0.41159695817490494,25781.227848423052
MOLLET DEL VALLÈS,2,7,1536,719,2.22019279737114,41.5472594392142,81249.0,93935.1882324219,0.4680989583333333,16351.699814551996
MOLLET DEL VALLÈS,2,8,1216,780,2.225974786362,41.5446154558978,81249.0,1784359.19885254,0.6414473684210527,681.4771380011198
MOLLET DEL VALLÈS,2,9,839,556,2.21870357388054,41.5375748020191,81249.0,132165.087402344,0.6626936829558999,6348.121251158193
MOLLET DEL VALLÈS,3,1,1586,756,2.20872122912789,41.5383976489432,81249.0,71122.7337646484,0.4766708701134931,22299.480293434986
MOLLET DEL VALLÈS,3,2,1245,651,2.20808957297781,41.540046926198,81249.0,56610.5830078125,0.5228915662650603,21992.354324070195
MOLLET DEL VALLÈS,3,3,895,471,2.21160289266938,41.5395987521438,81249.0,42365.1140136719,0.5262569832402234,21125.872568433766
MOLLET DEL VALLÈS,3,4,1416,705,2.21304538262571,41.5425785576712,81249.0,132692.856567383,0.4978813559322034,10671.260206693483
MOLLET DEL VALLÈS,3,5,1586,873,2.20330210011763,41.541680459879,81249.0,442242.16809082,0.5504413619167717,3586.270406657139
MOLLET DEL VALLÈS,3,6,876,304,2.20903582464072,41.5428999925032,81249.0,16712.8237304688,0.3470319634703196,52414.84109013743
MOLLET DEL VALLÈS,3,7,1386,563,2.21112100086058,41.5442388230155,81249.0,56981.4113769531,0.4062049062049062,24323.721833267653
MOLLET DEL VALLÈS,3,8,669,341,2.21675692409806,41.5537565475356,81249.0,497621.295043945,0.5097159940209267,1344.39584210503
MOLLET DEL VALLÈS,3,9,714,329,2.21011097674041,41.5411958697469,81249.0,41382.1970214844,0.46078431372549017,17253.796351830053
MOLLET DEL VALLÈS,3,10,1020,417,2.21151505124656,41.5461332198772,81249.0,178408.85559082,0.4088235294117647,5717.204993116295
MOLLET DEL VALLÈS,3,11,1364,684,2.2008284217317,41.5591890881782,81249.0,4500367.89782715,0.501466275659824,303.0863322659823
MOLLET DEL VALLÈS,3,12,1390,697,2.20674399221826,41.5442765366056,81249.0,93140.556640625,0.5014388489208633,14923.68147812556
MOLLET DEL VALLÈS,3,13,1260,643,2.20421598544607,41.5474065555696,81249.0,42523.3051757812,0.5103174603174603,29630.810558856152
MOLLET DEL VALLÈS,3,14,1132,525,2.20868805175911,41.5472883119151,81249.0,42404.6557617188,0.4637809187279152,26695.181924384906
MOLLET DEL VALLÈS,3,15,986,464,2.20114885705798,41.5463873387993,81249.0,177862.446655273,0.47058823529411764,5543.609786899154
MOLLÓ,1,1,271,186,2.40050575012211,42.3695750453828,171077.0,43130133.2156982,0.6863468634686347,6.28331006177749
LA MOLSOSA,1,1,95,67,1.514575641630165,41.78415434761775,251364.0,26829451.6459961,0.7052631578947368,3.540884892225419
MONISTROL DE CALDERS,1,1,597,356,2.0205241549936,41.7575043512288,81287.0,21977592.8380127,0.5963149078726968,27.16403040133776
MONISTROL DE MONTSERRAT,1,1,667,379,1.829567700898765,41.6356896855047,81271.0,2141181.87121582,0.568215892053973,311.51020329779817
MONISTROL DE MONTSERRAT,1,2,1613,727,1.84404402291703,41.6047247801838,81271.0,9764346.15466309,0.45071295722256666,165.19283262296995
MONT-RAL,1,1,128,76,1.09193215284116,41.2928053167529,430918.0,34569152.9029541,0.59375,3.7027230710377568
MONT-RAS,1,1,1347,775,3.1773435855983214,41.87123123075015,171100.0,12415892.6469727,0.5753526354862658,108.48998443365502
MONT-ROIG DEL CAMP,1,1,1142,654,0.9567029028394185,41.09390353122255,430923.0,15128332.4088135,0.5726795096322241,75.48750048185687
MONT-ROIG DEL CAMP,1,2,663,311,0.977255428386857,41.0561245267716,430923.0,18564867.4530029,0.46907993966817496,35.71261694587314
MONT-ROIG DEL CAMP,1,3,932,562,0.981971291072818,41.0822000991889,430923.0,8659681.82397461,0.6030042918454935,107.62520135782908
MONT-ROIG DEL CAMP,1,4,716,283,0.942066340910625,41.0396801212083,430923.0,10712815.6962891,0.3952513966480447,66.83583665571892
MONT-ROIG DEL CAMP,1,5,1241,532,0.928321098759548,41.0001189361787,430923.0,1668639.21838379,0.42868654311039484,743.7197845571479
MONT-ROIG DEL CAMP,1,6,879,418,0.930813183374998,41.0084609349073,430923.0,1036730.03796387,0.47554038680318544,847.858138388996
MONT-ROIG DEL CAMP,1,7,966,362,0.937675154070285,41.0143817833199,430923.0,1733814.57336426,0.3747412008281574,557.1530051945477
MONT-ROIG DEL CAMP,1,8,1109,416,0.928782978093046,41.0232063599657,430923.0,5783155.81542969,0.3751127141568981,191.76381121206242
MONTAGUT I OIX,1,1,725,430,2.55367303942059,42.2738619136766,171096.0,93389865.4588623,0.593103448275862,7.763154989438959
MONTBLANC,1,1,1010,484,1.15598057151979,41.3977456694576,430862.0,21397208.5026855,0.4792079207920792,47.202418945127256
MONTBLANC,2,1,1390,833,1.14925596276985,41.3734119731579,430862.0,1043821.6640625,0.5992805755395684,1331.6450959546019
MONTBLANC,2,2,1782,915,1.19863498229732,41.3632033872266,430862.0,30762961.5214844,0.5134680134680135,57.92680261799493
MONTBLANC,2,3,1108,641,1.11835911021694,41.3388958806476,430862.0,37786535.8074951,0.5785198555956679,29.322613897308468
MONTBRIÓ DEL CAMP,1,1,981,560,1.00177024298291,41.1177420092189,430884.0,3825187.09692383,0.5708460754332314,256.45804378795185
MONTCADA I REIXAC,1,1,841,464,2.18555017666618,41.481248341645,81252.0,56370.990234375,0.5517241379310345,14919.021228886602
MONTCADA I REIXAC,1,2,1100,637,2.18631956248056,41.4858113296642,81252.0,177351.903808594,0.5790909090909091,6202.358003369213
MONTCADA I REIXAC,1,4,1282,562,2.18149400604416,41.4815569973987,81252.0,455788.604370117,0.43837753510140404,2812.7074431175756
MONTCADA I REIXAC,1,5,1141,618,2.18706232797309,41.4804009950617,81252.0,75231.1494140625,0.5416301489921121,15166.590021376436
MONTCADA I REIXAC,2,1,947,278,2.18841212027144,41.4757308380837,81252.0,54680.6723632812,0.293558606124604,17318.733641540282
MONTCADA I REIXAC,2,2,1803,912,2.20450341022988,41.4859283290402,81252.0,6994041.52197266,0.5058236272878536,257.7908630275713
MONTCADA I REIXAC,2,3,1777,1002,2.19011873019891,41.4853257379167,81252.0,174677.241088867,0.5638716938660664,10173.048239844546
MONTCADA I REIXAC,3,1,1898,882,2.185281861504915,41.53843237145515,81252.0,6017924.65197754,0.46469968387776606,315.3911206542444
MONTCADA I REIXAC,3,2,914,453,2.1782105887979952,41.49200044841425,81252.0,704655.405639648,0.49562363238512036,1297.0878995390951
MONTCADA I REIXAC,3,3,1731,841,2.18753073940049,41.489259970694,81252.0,236592.281860352,0.4858463316002311,7316.384061174567
MONTCADA I REIXAC,3,4,1460,846,2.1888170092582,41.4923585732325,81252.0,832434.401977539,0.5794520547945206,1753.8919541667312
MONTCADA I REIXAC,3,6,1002,537,2.17786117592914,41.4976953770192,81252.0,350047.464599609,0.5359281437125748,2862.4689544490966
MONTCADA I REIXAC,4,1,801,409,2.16700942367239,41.4863186062933,81252.0,1222409.37634277,0.5106117353308365,655.2632984511691
MONTCADA I REIXAC,4,2,780,438,2.1708681287073,41.482762328327,81252.0,154110.717407227,0.5615384615384615,5061.296275319409
MONTCADA I REIXAC,4,3,961,485,2.16458920530088,41.4758366097485,81252.0,2263580.32116699,0.5046826222684704,424.5486634662719
MONTCADA I REIXAC,5,1,1551,522,2.18643573207272,41.4714970215527,81252.0,190973.889770508,0.3365570599613153,8121.529083707862
MONTCADA I REIXAC,5,2,970,399,2.18315534080931,41.4725990216166,81252.0,979525.668334961,0.411340206185567,990.2752233628005
MONTCADA I REIXAC,5,3,939,319,2.17922786076492,41.4732754701635,81252.0,103383.325073242,0.3397231096911608,9082.702644113688
MONTCADA I REIXAC,6,1,722,417,2.16583046578118,41.4629117976345,81252.0,1454796.31469727,0.5775623268698061,496.2894067752994
MONTCADA I REIXAC,6,2,654,386,2.16899116880774,41.4616540632659,81252.0,82128.2895507812,0.5902140672782875,7963.151352319612
MONTCADA I REIXAC,6,3,949,402,2.17447674107492,41.4641298657124,81252.0,776227.018676758,0.42360379346680715,1222.5804786050476
MONTCLAR,1,1,107,69,1.790205506615425,42.02802847747765,81304.0,21906138.0079346,0.6448598130841121,4.884475755664629
MONTELLÀ I MARTINET,1,1,487,306,1.69308021234892,42.3213951096883,251399.0,55190585.7337646,0.6283367556468172,8.823968680985791
MONTESQUIU,1,1,747,474,2.21265883924009,42.1212876857899,81311.0,4843795.68103027,0.6345381526104418,154.21790042166145
MONTFERRER I CASTELLBÒ,1,1,798,444,1.3289835772582,42.34711715044675,251403.0,177165363.870361,0.556390977443609,4.504266424129767
MONTFERRI,1,1,289,145,1.38561541778096,41.259715056223,430897.0,19351707.6386719,0.5017301038062284,14.934082583103448
MONTGAI,1,1,572,363,0.971599526540978,41.7965525718291,251386.0,29130013.8830566,0.6346153846153846,19.636104613486037
MONTGAT,1,1,2725,1556,2.28661854561159,41.4731489568096,81265.0,1582044.24975586,0.5710091743119267,1722.4549821665987
MONTGAT,1,2,2482,1242,2.27554471576386,41.4700659951119,81265.0,424499.226196289,0.500402900886382,5846.889338856698
MONTGAT,1,3,2274,1182,2.26905695322351,41.4665268504144,81265.0,782180.264648438,0.5197889182058048,2907.2582149871573
MONTGAT,1,4,1445,813,2.28106933520113,41.4688998284129,81265.0,84077.2282714844,0.5626297577854671,17186.579882653976
MONTMAJOR,1,1,358,203,1.704382733290355,42.07343386354457,81326.0,76357975.2155762,0.5670391061452514,4.68844281149786
MONTMANEU,1,1,129,86,1.39973265752492,41.618787366142,81332.0,13523513.0865479,0.6666666666666666,9.53894148468853
EL MONTMELL,1,1,1306,425,1.4871263094832,41.3314536561149,430901.0,72542052.8536377,0.32542113323124044,18.003350451565133
MONTMELÓ,1,1,2003,1204,2.24091821442778,41.5506366093578,81350.0,412350.151733398,0.6010983524712931,4857.522160668502
MONTMELÓ,1,2,1164,633,2.24623656690867,41.551852241073,81350.0,93407.1077880859,0.5438144329896907,12461.578434060759
MONTMELÓ,1,3,1794,1034,2.25406030134838,41.5635353064514,81350.0,1592854.28564453,0.5763656633221851,1126.2800471884211
MONTMELÓ,1,4,911,517,2.25753256024357,41.5585181434683,81350.0,819566.395751953,0.5675082327113062,1111.5633885454229
MONTMELÓ,1,5,959,559,2.24691193510876,41.5479977053597,81350.0,993116.266113281,0.5828988529718456,965.6472587577279
MONTOLIU DE LLEIDA,1,1,364,246,0.598165738084236,41.5535139664483,251425.0,7339706.39282227,0.6758241758241759,49.59326443302515
MONTOLIU DE SEGARRA,1,1,155,87,1.27079244894329,41.5877561622701,251410.0,29451701.4572754,0.5612903225806452,5.262853836300538
MONTORNÈS DE SEGARRA,1,1,80,55,1.21239358622765,41.5991745711128,251431.0,12134168.9849854,0.6875,6.592952521016524
MONTORNÈS DEL VALLÈS,1,1,1512,715,2.24652982591409,41.5432342443703,81363.0,915097.112670898,0.4728835978835979,1652.2836528102673
MONTORNÈS DEL VALLÈS,1,2,1233,543,2.2645644986077,41.5414067497306,81363.0,48637.7973632812,0.44038929440389296,25350.6545699548
MONTORNÈS DEL VALLÈS,1,3,1831,893,2.26717067894956,41.5405349729223,81363.0,102147.671875,0.4877116329874386,17925.029189511326
MONTORNÈS DEL VALLÈS,1,4,1487,791,2.26892329512684,41.5435522750714,81363.0,191888.078491211,0.5319435104236718,7749.308928892676
MONTORNÈS DEL VALLÈS,1,5,1801,905,2.2557875578261,41.5375722436652,81363.0,2373461.90722656,0.5024986118822876,758.8072066867533
MONTORNÈS DEL VALLÈS,1,6,1163,631,2.27345027451801,41.5359962452326,81363.0,2769143.57678223,0.5425623387790198,419.98544595199957
MONTORNÈS DEL VALLÈS,1,7,739,420,2.27367762612127,41.5496957295881,81363.0,930377.044921875,0.5683355886332883,794.3016264573196
MONTORNÈS DEL VALLÈS,2,1,583,181,2.27293282721101,41.5553585359089,81363.0,437190.141113281,0.31046312178387653,1333.5158897120189
MONTORNÈS DEL VALLÈS,2,2,679,291,2.27067279101969,41.5615171302996,81363.0,1837006.40722656,0.42857142857142855,369.62309838925796
MONTORNÈS DEL VALLÈS,2,3,811,299,2.26173974955793,41.5497273674072,81363.0,673123.461914062,0.3686806411837238,1204.830979585645
MONTSENY,1,1,285,197,2.39058303218292,41.7799893375773,81379.0,26630220.4373779,0.6912280701754386,10.702126956485008
EL MORELL,1,1,1442,736,1.22196216578805,41.2023110525251,430957.0,4385172.31542969,0.5104022191400832,328.835424534213
EL MORELL,1,2,1158,670,1.1897201804737934,41.19676771290966,430957.0,1557203.01647949,0.5785837651122625,743.6409946199536
LA MORERA DE MONTSANT,1,1,102,72,0.836699318807321,41.2689281471466,430960.0,53338081.8154297,0.7058823529411765,1.9123297375589783
MUNTANYOLA,1,1,504,355,2.15375978278506,41.91587325345277,81290.0,40473406.5803223,0.7043650793650794,12.452621179780772
MURA,1,1,184,145,1.97508348323907,41.6836137830748,81398.0,47880775.420166,0.7880434782608695,3.8428784493432517
MÓRA D'EBRE,1,1,1181,621,0.586250644037444,41.0975859320851,430939.0,15226201.4997559,0.5258255715495342,77.56366550245203
MÓRA D'EBRE,1,2,1653,893,0.598542940317415,41.0832550736396,430939.0,14427205.1325684,0.5402298850574713,114.57520599526715
MÓRA D'EBRE,2,1,999,484,0.606042275937547,41.1123369213222,430939.0,15682758.3188477,0.4844844844844845,63.70052893051292
MÓRA LA NOVA,1,1,1281,703,0.665547932899563,41.1053269471226,430944.0,6322396.23962402,0.5487900078064013,202.61305230628483
MÓRA LA NOVA,2,1,865,473,0.668689210860366,41.0876324101125,430944.0,9403764.37548828,0.5468208092485549,91.98444000305844
NALEC,1,1,74,60,1.11727451272868,41.5467638838365,251459.0,9666237.87597656,0.8108108108108109,7.655511994372881
NAUT ARAN,1,1,1417,725,0.924445355379372,42.7009661207271,250254.0,255958508.137817,0.5116443189837685,5.536053520194131
NAVARCLES,1,1,1441,723,1.90431248164121,41.7514392949237,81402.0,192104.855957031,0.501734906315059,7501.111790335563
NAVARCLES,1,2,1641,908,1.90234327686473,41.7487136039574,81402.0,1059251.72998047,0.5533211456429007,1549.206816051418
NAVARCLES,1,3,1750,1016,1.91277068500878,41.756553415811,81402.0,4263142.51623535,0.5805714285714285,410.4953079413754
NAVATA,1,1,1007,651,2.86171661276143,42.2176576686807,171117.0,18408095.4394531,0.6464746772591857,54.70419269131722
NAVÈS,1,1,222,134,1.63471129898799,42.047682481858,251462.0,145013015.996948,0.6036036036036037,1.5308970610243173
LA NOU DE BERGUEDÀ,1,1,143,112,1.89112698300619,42.1769269113075,81424.0,25098081.8022461,0.7832167832167832,5.697646582186313
LA NOU DE GAIÀ,1,1,409,289,1.37921477850472,41.1858149491159,430976.0,4307502.25061035,0.706601466992665,94.95061783010024
NULLES,1,1,355,239,1.28984275847794,41.2526238449468,430982.0,10638125.414917,0.6732394366197183,33.37054096976632
ODÈN,1,1,216,142,1.43908886162757,42.1228155506362,251484.0,114420526.825562,0.6574074074074074,1.8877731644191726
OGASSA,1,1,194,133,2.2523692826619,42.2646033211128,171122.0,45432440.0767822,0.6855670103092784,4.270076616447062
OLESA DE BONESVALLS,1,1,655,393,1.84193048435833,41.34706918485,81461.0,20372753.9812012,0.6,32.15078337491318
OLESA DE BONESVALLS,1,2,785,419,1.87238715346792,41.3653111907679,81461.0,10620489.0281982,0.5337579617834395,73.91373390771045
OLESA DE MONTSERRAT,1,1,1601,648,1.88419709420642,41.5520827413124,81477.0,2683214.2845459,0.4047470331043098,596.6724347067752
OLESA DE MONTSERRAT,1,2,1559,793,1.89155652858588,41.5440276449026,81477.0,114168.065429688,0.5086593970493907,13655.30714856627
OLESA DE MONTSERRAT,1,3,951,550,1.90014922550816,41.5548074390562,81477.0,1463153.7520752,0.5783385909568874,649.9658690354249
OLESA DE MONTSERRAT,1,4,1658,961,1.9085914734579,41.5619024871254,81477.0,3185647.54443359,0.5796139927623642,520.4593342088613
OLESA DE MONTSERRAT,1,5,1575,782,1.91638860671072,41.5453446088101,81477.0,4810295.51403809,0.4965079365079365,327.4227114329277
OLESA DE MONTSERRAT,1,6,1369,693,1.90151189429853,41.5374947477301,81477.0,647682.601806641,0.506208911614317,2113.6896315901054
OLESA DE MONTSERRAT,1,7,1350,660,1.89442666968177,41.5417341751599,81477.0,66211.3833007812,0.4888888888888889,20389.243249416777
OLESA DE MONTSERRAT,1,8,1712,916,1.89030146518171,41.5404668336482,81477.0,223944.562011719,0.5350467289719626,7644.749149615033
OLESA DE MONTSERRAT,1,9,1431,829,1.88967824174907,41.5645032181823,81477.0,1518343.77844238,0.5793151642208246,942.4743067528599
OLESA DE MONTSERRAT,1,10,1401,704,1.89381772604488,41.5396733890701,81477.0,76524.4604492188,0.502498215560314,18307.871650133304
OLESA DE MONTSERRAT,1,11,1716,879,1.8825869286063,41.5468211273112,81477.0,1836819.74719238,0.5122377622377622,934.2234057658321
OLIANA,1,1,1373,830,1.32306037009234,42.0950328420569,251497.0,32135266.026001,0.6045156591405682,42.72564598933429
OLIOLA,1,1,166,118,1.17312010569682,41.8569629519765,251500.0,86109457.5444336,0.7108433734939759,1.927778954063691
OLIUS,1,1,730,461,1.5164411161013351,41.9988623079729,251517.0,54709019.6519775,0.6315068493150685,13.343320802379129
OLIVELLA,1,1,1120,575,1.77302889682632,41.3116128692868,81483.0,2791807.48474121,0.5133928571428571,401.173793723753
OLIVELLA,1,2,1325,645,1.789972336249705,41.307905462913695,81483.0,35987008.3634033,0.4867924528301887,36.818842695116835
OLOST,1,1,968,570,2.09484446177571,42.0007857944719,81496.0,28999957.0847168,0.5888429752066116,33.37935974085091
OLOT,1,1,1027,446,2.49068015546433,42.1823748784533,171143.0,150538.366455078,0.4342745861733204,6822.181110265109
OLOT,1,2,758,371,2.485757607153,42.1824044834791,171143.0,133667.48840332,0.4894459102902375,5670.7880805903815
OLOT,1,3,838,522,2.48084227597144,42.1773458668272,171143.0,174619.78137207,0.6229116945107399,4798.998105572225
OLOT,1,4,606,400,2.48593197237161,42.1768464399573,171143.0,211391.703369141,0.6600660066006601,2866.7161025793785
OLOT,1,5,602,384,2.4894510414939,42.1798028077965,171143.0,149621.748901367,0.6378737541528239,4023.4792362763237
OLOT,1,6,545,302,2.48923929374747,42.1850317735842,171143.0,146612.561035156,0.5541284403669725,3717.2804032071667
OLOT,1,7,1120,563,2.48257754722447,42.1849546993539,171143.0,195159.369873047,0.5026785714285714,5738.899447813193
OLOT,2,1,1731,970,2.47909830797538,42.1654915296295,171143.0,554728.310424805,0.560369728480647,3120.446473471705
OLOT,2,2,1549,836,2.48210061064774,42.1718866123837,171143.0,432325.67590332,0.5397030342156229,3582.947038163885
OLOT,2,3,1129,495,2.47695319205699,42.1722841785238,171143.0,226649.658203125,0.43844109831709477,4981.256133147054
OLOT,2,4,993,438,2.47172580474252,42.1718523339899,171143.0,277334.77355957,0.44108761329305135,3580.5102521220942
OLOT,2,5,962,479,2.46734652001689,42.1696149133967,171143.0,533046.177734375,0.4979209979209979,1804.7216923847434
OLOT,3,1,592,295,2.49423985027664,42.1633083444408,171143.0,3922351.27783203,0.4983108108108108,150.9298780417269
OLOT,3,2,1323,814,2.49818094498413,42.1758518113298,171143.0,906639.411621094,0.6152683295540439,1459.2350421149715
OLOT,3,3,1647,874,2.52165687728778,42.1716154822529,171143.0,9971160.24291992,0.5306618093503339,165.17636462311012
OLOT,4,1,1116,494,2.50445725250201,42.1924954823622,171143.0,726838.046875,0.44265232974910396,1535.4176969658927
OLOT,4,2,1765,703,2.49484178263792,42.1945705048213,171143.0,1527862.50817871,0.398300283286119,1155.2086595173869
OLOT,5,1,1053,611,2.46838668508152,42.1932422030409,171143.0,3930022.35070801,0.5802469135802469,267.93740748326724
OLOT,5,2,1035,685,2.47457342521954,42.1875534855492,171143.0,618493.581542969,0.6618357487922706,1673.4207611628947
OLOT,5,3,1636,894,2.47639823962903,42.1791876704683,171143.0,693219.565795898,0.5464547677261614,2360.0026322420354
OLOT,5,4,1276,832,2.46066622480699,42.1784980419803,171143.0,3548682.89477539,0.6520376175548589,359.5700257914318
LES OLUGES,1,1,148,92,1.33966407573261,41.6931171692835,251522.0,19084488.4102783,0.6216216216216216,7.75498912091832
OLVAN,1,1,728,461,1.90774697731272,42.0625810949643,81445.0,35644696.9962158,0.6332417582417582,20.42379544079973
OLÈRDOLA,1,1,1679,938,1.72768826905515,41.318596478158,81458.0,27358467.3448486,0.5586658725431805,61.37039691721413
OLÈRDOLA,1,2,1118,769,1.69082771909307,41.3251594925923,81458.0,2618102.72045898,0.6878354203935599,427.0267897678221
