Nom municipi,Districte,Secció,Cens electoral,Votants,xcoord,ycoord,MUNICIPI,area,Turnout,Density
BADALONA,5,5,1529,801,2.26003226172824,41.4620370186962,80155.0,1411998.43933105,0.5238718116415958,1082.8623866782607
BADALONA,5,6,963,617,2.25293993957052,41.4526380126474,80155.0,49888.3656005859,0.6407061266874351,19303.097794582598
BADALONA,6,1,1064,552,2.23789180177613,41.4665643863083,80155.0,180055.614501953,0.518796992481203,5909.285322443856
BADALONA,6,2,1339,826,2.23308900558629,41.4776813285528,80155.0,8678739.13879395,0.6168782673637042,154.2850843407278
BADALONA,6,3,877,258,2.25062770646771,41.4639133787856,80155.0,65546.0447998047,0.29418472063854045,13379.907249607426
BADALONA,6,4,956,306,2.24778787632209,41.4671336570294,80155.0,55634.2739257812,0.3200836820083682,17183.6519566221
BADALONA,6,5,1078,314,2.25007487743484,41.4671977994678,80155.0,88283.4652099609,0.2912801484230056,12210.667053408442
BADALONA,6,6,799,262,2.25643761759342,41.4695127852975,80155.0,465590.795166016,0.327909887359199,1716.0992190902316
BADALONA,7,1,1238,512,2.22800343209234,41.4405659739938,80155.0,75691.24609375,0.4135702746365105,16355.920451707618
BADALONA,7,2,1806,829,2.23400070253412,41.4440283343958,80155.0,92169.2395019531,0.4590254706533776,19594.389730879033
BADALONA,7,3,1091,396,2.23520024167534,41.4455760869553,80155.0,17855.8979492188,0.3629697525206233,61100.25959505058
BADALONA,7,4,881,442,2.23875838071224,41.4475953145858,80155.0,42995.0466308594,0.5017026106696936,20490.73251539791
BADALONA,7,5,579,215,2.22613404677127,41.4420740350793,80155.0,31775.4454345703,0.37132987910189985,18221.617103440294
BADALONA,7,6,815,384,2.2375544268494,41.4455196675373,80155.0,35354.7491455078,0.47116564417177914,23052.065696909478
BADALONA,7,7,591,192,2.22228748569338,41.4456618120068,80155.0,18283.9213867188,0.3248730964467005,32323.48179036115
BADALONA,7,8,783,230,2.22359071802111,41.4445150857792,80155.0,23039.0673828125,0.2937420178799489,33985.75068121595
BADALONA,7,9,1165,471,2.22417562009521,41.4472261073152,80155.0,14459.0334472656,0.40429184549356223,80572.4673263217
BADALONA,7,10,578,221,2.2288855835217,41.4447146338309,80155.0,259004.741455078,0.38235294117647056,2231.6193779033533
BADALONA,7,11,1534,598,2.23061658217257,41.4474323914871,80155.0,60767.4086914062,0.3898305084745763,25243.794873500014
BADALONA,7,13,1195,373,2.22422529151367,41.4454393647412,80155.0,38648.9886474609,0.31213389121338914,30919.308417104134
BADALONA,7,14,1196,442,2.22724375078012,41.448635641897,80155.0,88000.2269287109,0.3695652173913043,13590.874043641743
BADALONA,7,15,556,196,2.22247418584902,41.4489819593571,80155.0,21782.1431884766,0.35251798561151076,25525.495594673186
BADALONA,7,17,1696,526,2.22299541820077,41.4480013659053,80155.0,64729.5864257812,0.31014150943396224,26201.31061619913
BADALONA,7,18,1215,653,2.22892024220145,41.449506738047,80155.0,27775.9453125,0.5374485596707819,43742.88566348861
BADALONA,7,20,1033,379,2.22600611850576,41.4450619632309,80155.0,27773.1630859375,0.36689254598257504,37194.179028280836
BADALONA,7,21,656,306,2.23138661640617,41.4420412428325,80155.0,60159.0308837891,0.46646341463414637,10904.430978404784
BADALONA,7,22,581,268,2.23654485929226,41.4446205493316,80155.0,16764.7290039062,0.4612736660929432,34656.09255387465
BADALONA,7,23,1584,876,2.24051499682613,41.4468470332698,80155.0,55466.8342285156,0.553030303030303,28557.606036683857
BADALONA,7,24,1301,606,2.23637381264425,41.4471622195265,80155.0,52734.212890625,0.4657955418908532,24670.89065496016
BADALONA,7,28,1302,509,2.22380055748573,41.4432337050478,80155.0,30259.2086181641,0.39093701996927804,43028.22378568193
BADALONA,7,29,1634,858,2.23191447855724,41.4497892602153,80155.0,54509.7426757812,0.5250917992656059,29976.29267338277
BADALONA,7,30,1619,911,2.23375265507459,41.4477480577264,80155.0,92112.0321044922,0.5626930203829524,17576.4225694576
BADALONA,7,31,1015,478,2.22719837282201,41.4503426064917,80155.0,35248.0474853516,0.470935960591133,28795.921261222036
BADALONA,8,1,1493,484,2.22296583067186,41.4503893196735,80155.0,53078.7381591797,0.3241795043536504,28128.023607542997
BADALONA,8,2,1839,865,2.22052630951517,41.4539054286715,80155.0,82396.6285400391,0.4703643284393692,22318.874359117402
BADALONA,8,3,1492,626,2.22230737378491,41.4607256193865,80155.0,440762.081787109,0.4195710455764075,3385.0461771814703
BADALONA,8,4,578,242,2.2225544587823,41.4518076046784,80155.0,21028.07421875,0.4186851211072664,27487.062961030333
BADALONA,8,5,698,230,2.22704399853992,41.452491116023,80155.0,40509.0665283203,0.32951289398280803,17230.710549995547
BADALONA,8,6,1314,575,2.2301705894807,41.4512243665059,80155.0,20611.5793457031,0.4375951293759513,63750.57330451147
BADALONA,8,7,948,311,2.22538049358885,41.4516471825591,80155.0,35835.7133789062,0.3280590717299578,26454.05687829886
BADALONA,8,8,1433,631,2.22297011304046,41.4535602565233,80155.0,71621.669921875,0.44033496161898117,20007.911035348912
BADALONA,8,9,964,401,2.23067799827963,41.4534721291035,80155.0,108400.892578125,0.41597510373443985,8892.915704593861
BADALONA,8,11,665,277,2.2295977820929,41.4525835055886,80155.0,24920.1909179688,0.41654135338345866,26685.188816932343
BADALONA,8,12,2056,1268,2.22661715943113,41.4572137013295,80155.0,463725.963500977,0.6167315175097277,4433.652980044255
BADALONA,8,13,787,376,2.22883184579471,41.45145120444,80155.0,28910.4841308594,0.4777636594663278,27221.95852680124
BADALONA,9,1,1095,407,2.21973302483185,41.4331569143094,80155.0,35170.6965332031,0.37168949771689497,31133.873023136144
BADALONA,9,2,940,227,2.22162127860445,41.4345907187353,80155.0,27575.7305908203,0.24148936170212765,34087.945445511315
BADALONA,9,3,660,196,2.22710179314776,41.4313695783713,80155.0,150731.521972656,0.296969696969697,4378.646160819167
BADALONA,9,4,928,172,2.22316445631396,41.4337484153291,80155.0,45975.4354248047,0.1853448275862069,20184.69192135861
BADALONA,9,5,733,213,2.22363488942137,41.4362346406094,80155.0,51682.0144042969,0.29058663028649384,14182.883706232968
BADALONA,9,6,825,226,2.22489958872331,41.4335631475456,80155.0,65370.0902099609,0.2739393939393939,12620.45068853659
BADALONA,9,8,1006,353,2.22750904655744,41.4357587586556,80155.0,34099.537109375,0.3508946322067594,29501.866748901408
BADALONA,9,9,778,341,2.22751794133764,41.4384343394849,80155.0,38664.7387695312,0.4383033419023136,20121.69291088251
BADALONA,9,10,934,275,2.22615710332525,41.4365307221346,80155.0,49845.4733886719,0.2944325481798715,18737.910115069044
BADALONA,9,11,651,280,2.22890505170381,41.4381307786484,80155.0,19014.3120117188,0.43010752688172044,34237.368125587665
BADALONA,9,12,999,363,2.23216392429292,41.4360229832488,80155.0,152439.138671875,0.3633633633633634,6553.435086971634
BADALONA,9,13,553,197,2.22367002955524,41.4390092716136,80155.0,16568.044921875,0.3562386980108499,33377.50486600064
BADALONA,9,14,1084,450,2.22070802212931,41.4398346799797,80155.0,23837.8598632812,0.4151291512915129,45473.8808859996
BADALONA,9,15,1086,400,2.21865123349391,41.4409508941515,80155.0,31834.7612304688,0.3683241252302026,34113.6530642673
BADALONA,9,16,1203,460,2.21979002151979,41.4424386743676,80155.0,43899.4743652344,0.38237738985868663,27403.517180895902
BADALONA,9,17,869,266,2.22046394879018,41.4458849472519,80155.0,29569.9768066406,0.30609896432681244,29387.916185475216
BADALONA,9,18,1237,455,2.2147767491347,41.4407099155401,80155.0,51400.5322265625,0.36782538399353276,24065.898667110487
BADALONA,9,19,746,272,2.21488073635004,41.4372817633391,80155.0,94564.8566894531,0.3646112600536193,7888.76572244837
BADALONA,9,20,492,212,2.21591426843042,41.4362073261302,80155.0,20930.8564453125,0.43089430894308944,23505.96600217877
BADALONA,9,21,1012,407,2.2210920758992,41.4366816188645,80155.0,38565.6846923828,0.40217391304347827,26240.9447173612
BADALONA,9,22,965,350,2.21947949196038,41.4402666971454,80155.0,28345.4862060547,0.3626943005181347,34044.2211146081
BADALONA,9,23,1075,412,2.22135750120523,41.4386576133703,80155.0,11423.0369873047,0.38325581395348834,94108.07311529589
BADALONA,9,24,1363,627,2.22420295768191,41.4403970549017,80155.0,27034.6302490234,0.4600146735143067,50416.81678073762
BADALONA,9,25,816,271,2.21901754754403,41.4385362850448,80155.0,31647.87109375,0.3321078431372549,25783.724838324062
BADALONA,9,26,897,418,2.21781549552131,41.4376542501333,80155.0,16734.5988769531,0.4659977703455964,53601.52380080941
BADALONA,9,27,629,245,2.21721303383188,41.4389679704794,80155.0,19061.0798339844,0.38950715421303655,32999.179767273345
BADALONA,9,28,1496,452,2.2176788570334,41.4430203310816,80155.0,29441.6384277344,0.30213903743315507,50812.38952349706
BADALONA,9,30,1085,409,2.23653278001841,41.4327812046479,80155.0,739665.153076172,0.37695852534562213,1466.879973306333
BADALONA,9,31,740,354,2.22208592093044,41.4425308740764,80155.0,47197.1196289062,0.4783783783783784,15678.922905006728
BADALONA,9,32,573,183,2.22018666479521,41.4445650445083,80155.0,25865.1807861328,0.3193717277486911,22153.33442815929
BADALONA,9,33,1122,432,2.21621550253364,41.4406920360491,80155.0,40651.5317382812,0.3850267379679144,27600.435998907815
BADALONA,9,34,1353,659,2.21806681880763,41.4363105202382,80155.0,37983.9808349609,0.4870657797487066,35620.27913500533
BADALONA,9,35,1040,425,2.22292417049055,41.4374477767077,80155.0,26194.3198242188,0.40865384615384615,39703.26418013857
BADALONA,9,36,899,329,2.22262148004366,41.4391173437187,80155.0,24389.6600341797,0.3659621802002225,36859.88237392979
BADALONA,9,37,606,173,2.22536061593863,41.4404070308619,80155.0,11906.5793457031,0.2854785478547855,50896.22992507047
BADALONA,9,38,805,251,2.22091385330034,41.4335258614653,80155.0,34600.1228027344,0.31180124223602484,23265.81337845373
BADALONA,9,42,690,65,2.22619734726265,41.4329208551457,80155.0,38293.3801269531,0.09420289855072464,18018.78020985507
BADALONA,9,43,1323,610,2.22506615224638,41.4382664068116,80155.0,20111.7668457031,0.46107331821617537,65782.385513417
BADALONA,9,44,665,220,2.22536681895945,41.439188984645,80155.0,17773.3806152344,0.3308270676691729,37415.5043655565
BADALONA,9,45,1193,523,2.22388208155475,41.4413951202404,80155.0,36775.2243652344,0.4383906119027661,32440.318736105586
BADALONA,9,47,704,233,2.21831495579795,41.4443485386629,80155.0,23447.4251708984,0.3309659090909091,30024.618689209612
BADALONA,9,49,983,450,2.21672516719429,41.4341607609764,80155.0,25763.8001708984,0.4577822990844354,38154.30928199604
BADALONA,9,52,644,269,2.222200111167,41.4400661146838,80155.0,11168.6636962891,0.41770186335403725,57661.32972684775
BADALONA,9,53,785,250,2.21653585351293,41.439789449196,80155.0,20193.7808837891,0.3184713375796178,38873.35435189217
BADALONA,9,54,882,331,2.2210162308067,41.4439729709953,80155.0,19444.0744628906,0.37528344671201813,45360.86310939173
BADALONA,9,57,902,348,2.21931139337775,41.4354854188036,80155.0,34768.3266601562,0.3858093126385809,25943.152479456938
BADALONA,9,58,1055,509,2.21623955323838,41.4348821957212,80155.0,25498.4262695312,0.4824644549763033,41375.102480761714
BADALONA,9,59,834,381,2.2177073735097,41.4330314897832,80155.0,21218.2763671875,0.4568345323741007,39305.73744857615
BADIA DEL VALLÈS,1,1,832,369,2.11938895413068,41.504580999737,89045.0,128775.357421875,0.44350961538461536,6460.863449785064
BADIA DEL VALLÈS,1,2,649,220,2.11578582823093,41.5054055657072,89045.0,46052.1163330078,0.3389830508474576,14092.729100808556
BADIA DEL VALLÈS,1,3,919,342,2.11361644121823,41.5056821351515,89045.0,48879.2653808594,0.3721436343852013,18801.428230136018
BADIA DEL VALLÈS,1,4,916,334,2.11246504225308,41.5071742200919,89045.0,166836.229003906,0.3646288209606987,5490.41419521988
BADIA DEL VALLÈS,1,5,887,370,2.10899793157941,41.5083215345593,89045.0,94589.6164550781,0.41713641488162345,9377.350635746034
BADIA DEL VALLÈS,1,6,1084,478,2.11147049031776,41.5104338471194,89045.0,94755.9263916016,0.44095940959409596,11439.917705200938
BADIA DEL VALLÈS,1,7,837,353,2.11341347387234,41.5142838520581,89045.0,139606.707885742,0.4217443249701314,5995.4139215504165
BADIA DEL VALLÈS,1,8,877,344,2.11507890992467,41.509653151993,89045.0,32717.5816650391,0.3922462941847206,26805.159653261675
BADIA DEL VALLÈS,1,9,848,332,2.11725875297812,41.5089901002584,89045.0,24949.7670898438,0.3915094339622642,33988.29323521789
BADIA DEL VALLÈS,1,10,698,316,2.11652096299159,41.5076666930872,89045.0,32417.7290039062,0.45272206303724927,21531.428062585568
BADIA DEL VALLÈS,1,11,936,388,2.11842787888167,41.5074996633736,89045.0,28163.5848388672,0.41452991452991456,33234.4055401737
BADIA DEL VALLÈS,1,12,913,407,2.12217952183428,41.5060233865679,89045.0,93771.9808349609,0.4457831325301205,9736.383852303217
BAGÀ,1,1,1789,1125,1.78333885590454,42.2802071327566,80168.0,43029097.0805664,0.6288429290106204,41.57651731920681
BAIX PALLARS,1,1,279,195,1.06066719130779,42.3217464455315,250390.0,129364231.147339,0.6989247311827957,2.156701257569674
BALAGUER,1,1,723,354,0.805079164152151,41.7876695301398,250404.0,202595.218505859,0.4896265560165975,3568.69231826955
BALAGUER,1,2,906,432,0.770984882508127,41.7781790164074,250404.0,41372384.8905029,0.4768211920529801,21.898665073281133
BALAGUER,2,1,871,299,0.805269290592282,41.7974666870737,250404.0,854331.454467773,0.34328358208955223,1019.5106307336081
BALAGUER,3,1,2081,955,0.870118668768457,41.799319679560554,250404.0,13604038.6052246,0.4589139836617011,152.96928069586605
BALAGUER,3,2,808,369,0.817780677962411,41.7899301099613,250404.0,440828.740600586,0.4566831683168317,1832.9113453428174
BALAGUER,4,1,1209,695,0.808693446856715,41.7912538234276,250404.0,107587.144897461,0.5748552522746071,11237.402025606982
BALAGUER,4,2,1122,594,0.81192725911303,41.7900971471846,250404.0,77538.6807861328,0.5294117647058824,14470.197179323963
BALAGUER,4,3,1238,699,0.813028991640327,41.7861525848586,250404.0,208538.979614258,0.5646203554119548,5936.540028583495
BALAGUER,4,4,1728,952,0.808601826295675,41.7868342435153,250404.0,203753.980712891,0.5509259259259259,8480.815903346294
BALENYÀ,1,1,2005,1091,2.23686962536191,41.815072808116,80174.0,1130200.00476074,0.5441396508728179,1774.022289465883
BALENYÀ,1,2,819,442,2.21019155571116,41.8183589900525,80174.0,16105599.3917236,0.5396825396825397,50.851879528362694
BALSARENY,1,1,1255,670,1.87393038718327,41.8643650152277,80180.0,302340.079711914,0.5338645418326693,4150.954783090062
BALSARENY,1,2,974,513,1.8751924294676,41.8603267331559,80180.0,358745.482788086,0.526694045174538,2715.0167646162395
BALSARENY,1,3,335,202,1.86512684973335,41.8661069183498,80180.0,36017369.3323975,0.6029850746268657,9.301067962747315
BANYERES DEL PENEDÈS,1,1,1365,696,1.57340836804194,41.2728459486378,430206.0,5805122.81347656,0.5098901098901099,235.1371441842988
BANYERES DEL PENEDÈS,1,2,984,503,1.54686271602548,41.2688799776526,430206.0,6431424.1307373,0.5111788617886179,152.9987728996492
BANYOLES,1,1,1112,635,2.76541272445065,42.1207247508321,170157.0,150497.791748047,0.5710431654676259,7388.812733290025
BANYOLES,1,2,723,477,2.76726599852058,42.1166907648348,170157.0,110971.805908203,0.6597510373443983,6515.168371667962
BANYOLES,1,3,975,583,2.77058232746394,42.1193402047232,170157.0,348761.371582031,0.597948717948718,2795.6077692241597
BANYOLES,1,4,1400,793,2.76446090961026,42.1328743449751,170157.0,3164477.52978516,0.5664285714285714,442.41110477881875
BANYOLES,1,5,1044,623,2.78075371828453,42.1248345082728,170157.0,1114478.59545898,0.5967432950191571,936.7609250225622
BANYOLES,2,1,1276,854,2.75977646591086,42.1112568691976,170157.0,932473.291259766,0.6692789968652038,1368.4038051922446
BANYOLES,2,2,1014,684,2.7642146648941,42.1159674343234,170157.0,146838.913330078,0.6745562130177515,6905.526450748363
BANYOLES,2,3,1370,866,2.75417694050821,42.1173023944857,170157.0,1059761.32861328,0.6321167883211679,1292.7439065857156
BANYOLES,2,4,539,330,2.76540534177809,42.114181844054,170157.0,125465.659667969,0.6122448979591837,4295.996222603093
BANYOLES,2,5,950,699,2.75779470575102,42.1242428017753,170157.0,543531.482177734,0.7357894736842105,1747.828840003331
BANYOLES,3,1,1400,899,2.77201066998767,42.109474589028,170157.0,566936.849853516,0.6421428571428571,2469.410835372104
BANYOLES,3,2,1134,541,2.78843068011057,42.1174134413074,170157.0,2750431.25341797,0.47707231040564374,412.2989798748012
BARBENS,1,1,524,283,1.050095408374255,41.688980070179795,250411.0,7783690.2298584,0.5400763358778626,67.3202535720043
BARBERÀ DE LA CONCA,1,1,334,208,1.22904683045457,41.411236258045,430213.0,26188051.4422607,0.6227544910179641,12.753908046056871
BARBERÀ DEL VALLÈS,1,1,1950,1006,2.12813576455086,41.5183412370916,82520.0,148552.969604492,0.5158974358974359,13126.630892614852
BARBERÀ DEL VALLÈS,1,2,971,486,2.1300617662402,41.5135182553955,82520.0,170197.086547852,0.5005149330587023,5705.150538678564
BARBERÀ DEL VALLÈS,1,3,1033,491,2.14484607856596,41.5181167461223,82520.0,4063816.3371582,0.4753146176185866,254.19455858636815
BARBERÀ DEL VALLÈS,1,4,1091,497,2.12302968750836,41.5249860430637,82520.0,44425.3833007812,0.4555453712190651,24558.032344108447
BARBERÀ DEL VALLÈS,1,5,1070,463,2.13007749360604,41.5289141375523,82520.0,967153.511230469,0.4327102803738318,1106.3393634777624
BARBERÀ DEL VALLÈS,1,6,791,383,2.12551602566103,41.5147371072428,82520.0,24130.2595214844,0.48419721871049304,32780.418266771325
BARBERÀ DEL VALLÈS,1,7,687,384,2.12157036942203,41.5132010277286,82520.0,117623.478149414,0.5589519650655022,5840.670679091142
BARBERÀ DEL VALLÈS,1,8,925,442,2.12416324629612,41.517132603254,82520.0,36405.0532226562,0.47783783783783784,25408.560573792503
BARBERÀ DEL VALLÈS,1,9,638,275,2.12313440055016,41.5163738653745,82520.0,21562.1030273438,0.43103448275862066,29588.95053932938
BARBERÀ DEL VALLÈS,1,10,1139,654,2.11593829648665,41.5179092738534,82520.0,432324.661254883,0.5741878841088675,2634.5940957749035
BARBERÀ DEL VALLÈS,1,11,1366,748,2.11999955955504,41.5101410193785,82520.0,466007.935302734,0.5475841874084919,2931.2805566553316
BARBERÀ DEL VALLÈS,1,18,778,357,2.1265175829112,41.5151277241091,82520.0,21913.6557617188,0.4588688946015424,35502.97624730861
BARBERÀ DEL VALLÈS,1,19,1066,506,2.12431975882709,41.514273375388,82520.0,29013.6328125,0.474671669793621,36741.34869249235
BARBERÀ DEL VALLÈS,1,20,735,285,2.12244489050421,41.5156728966523,82520.0,18330.7906494141,0.3877551020408163,40096.470144537525
BARBERÀ DEL VALLÈS,1,21,1030,519,2.12179243349409,41.5171941942958,82520.0,29425.1501464844,0.503883495145631,35004.06947364584
BARBERÀ DEL VALLÈS,1,22,1692,990,2.12142361337897,41.5196135363806,82520.0,200007.692749023,0.5851063829787234,8459.674609232075
BARBERÀ DEL VALLÈS,1,23,652,381,2.1258695302107,41.5101900655963,82520.0,208679.498535156,0.5843558282208589,3124.4085047969306
BARBERÀ DEL VALLÈS,1,24,717,302,2.13558760393044,41.5102070499807,82520.0,503301.341796875,0.4211994421199442,1424.5938575092666
BARBERÀ DEL VALLÈS,1,25,848,445,2.12526531443256,41.5175851867256,82520.0,33306.0477294922,0.5247641509433962,25460.841432984067
BARBERÀ DEL VALLÈS,1,26,1738,909,2.12974794424649,41.5094239337395,82520.0,260813.374145508,0.5230149597238205,6663.76870317382
BARBERÀ DEL VALLÈS,1,27,1652,888,2.12573072624006,41.5226822312375,82520.0,71603.185546875,0.5375302663438256,23071.59922261446
BARBERÀ DEL VALLÈS,1,28,1220,660,2.11902634369512,41.5221893553519,82520.0,215773.931884766,0.5409836065573771,5654.065759211083
BARBERÀ DEL VALLÈS,1,29,1090,632,2.12710957099668,41.5208233487398,82520.0,118714.971435547,0.5798165137614679,9181.655749222711
BARCELONA,1,1,602,251,2.17725154400684,41.3743268249864,80193.0,218707.547241211,0.4169435215946844,2752.5341836331713
BARCELONA,1,2,519,193,2.17390420969007,41.3779114220864,80193.0,38160.2645263672,0.371868978805395,13600.534651466893
BARCELONA,1,3,1326,515,2.1719994704814,41.3757732412382,80193.0,40581.2707519531,0.38838612368024134,32675.17195567815
BARCELONA,1,4,1266,634,2.16921506392798,41.3764113098119,80193.0,97770.6550292969,0.5007898894154819,12948.670535352801
BARCELONA,1,5,1013,359,2.17277025209894,41.3788302884049,80193.0,60932.9862060547,0.3543928923988154,16624.821185923458
BARCELONA,1,6,576,233,2.17178997550008,41.3800524401106,80193.0,37114.7780761719,0.4045138888888889,15519.424602724446
