MUNICIPI,DISTRICTE,SECCIO,MUNDISSEC,xcoord,ycoord
"081727","03","008","08172703008",2.36205903515023,41.4955797446898
"081727","03","009","08172703009",2.36692076777442,41.4922912336854
"081748","01","001","08174801001",1.69720258290349,41.4049590720653
"081751","01","002","08175101002",1.88084895312087,41.9683811576361
"081751","02","001","08175102001",1.86758862149989,41.963963312167
"081764","01","001","08176401001",1.4348580753607,41.70685193032
"081770","01","001","08177001001",1.96543970933849,42.0967651373007
"081786","01","001","08178601001",1.71303725203132,41.7207988950379
"081799","01","001","08179901001",1.91859631289778,41.643560548705
"081803","01","001","08180301001",2.14915955387807,41.5023966870787
"081803","01","002","08180301002",2.15445569905011,41.4986420580971
"081803","01","003","08180301003",2.15783158537829,41.4995194672821
"081803","01","004","08180301004",2.15885214498371,41.4974254579034
"081803","01","005","08180301005",2.15785536299122,41.494202185989
"081803","01","006","08180301006",2.15500070311462,41.4946268307674
"081803","01","007","08180301007",2.15437694172464,41.4916158759549
"081803","01","008","08180301008",2.1433250833184,41.502035091298
"081803","01","009","08180301009",2.16068434286802,41.5019738751825
"081803","01","010","08180301010",2.15621199906301,41.5022427378254
"081803","01","011","08180301011",2.15895628771766,41.5047006936268
"081803","01","012","08180301012",2.15424611764019,41.507371937242
"081803","01","013","08180301013",2.15088674669447,41.5050460034161
"081803","02","001","08180302001",2.16326573315966,41.5001553244966
"081803","02","002","08180302002",2.16227469015398,41.4976135400132
"081803","02","003","08180302003",2.16624933073789,41.4966890067002
"081803","02","004","08180302004",2.16089935901038,41.4957923990139
"081803","02","005","08180302005",2.16132476949465,41.4932361927662
"081803","02","006","08180302006",2.1641736404245,41.4926857942178
"081803","02","007","08180302007",2.16877238983483,41.4918323598302
"081810","01","001","08181001001",2.35035616755813,41.6084387721178
"081810","01","002","08181001002",2.32576115724913,41.5879899013358
"081810","01","003","08181001003",2.30436974333842,41.602973803052
"081810","01","004","08181001004",2.31485249143432,41.5961685642112
"081810","01","005","08181001005",2.33568837986346,41.57598268887
"081825","01","001","08182501001",1.90713102405573,41.7041000020234
"081831","01","001","08183101001",2.3093537712794,41.9810007561742
"081831","01","002","08183101002",2.312323273273,41.9874214080831
"081831","01","003","08183101003",2.31424799254296,41.9827921331338
"081831","02","001","08183102001",2.30533406643714,41.9748401679723
"081846","01","004","08184601004",2.00550065979571,41.4854842520099
"081846","01","002","08184601002",2.02608138897128,41.4891603706944
"081846","01","003","08184601003",2.01855648760403,41.4747794339154
"081846","02","001","08184602001",2.01963946839621,41.5093907223257
"081846","02","006","08184602006",1.99627621972061,41.5148476643183
"081846","03","001","08184603001",2.03201943358523,41.4749019595199
"081846","03","003","08184603003",2.0301652554711,41.4851991632177
"081846","03","004","08184603004",2.03324849601601,41.4846657308715
"081846","03","005","08184603005",2.03436321943638,41.4866934851658
"081846","03","006","08184603006",2.0392322137956,41.4833282571884
"081846","03","007","08184603007",2.03811436333912,41.4858873094641
"081846","03","008","08184603008",2.03883374190551,41.4840185848108
"081846","04","001","08184604001",2.02972431283132,41.4888477345032
"081846","04","002","08184604002",2.03029778375064,41.4920641748731
"081846","04","003","08184604003",2.02986534957008,41.4947860112392
"081846","04","004","08184604004",2.03185350553374,41.4992673262167
"081846","04","005","08184604005",2.0323069590023,41.4880426810025
"081846","04","006","08184604006",2.03372244415471,41.493147181862
"081846","04","007","08184604007",2.03316230093459,41.4909529951896
"081846","04","008","08184604008",2.0332815556392,41.4947635828236
"081846","04","009","08184604009",2.03438574001189,41.4980491483354
"081846","04","010","08184604010",2.0357366106736,41.5002217782252
"081846","04","011","08184604011",2.03771240017094,41.4874689664656
"081846","04","012","08184604012",2.03723424182757,41.4895459559364
"081846","04","013","08184604013",2.0378396438667,41.4918736231682
"081846","04","014","08184604014",2.03668998194436,41.4966134204546
"081846","04","015","08184604015",2.0420938809376,41.4967870511603
"081846","04","016","08184604016",2.04917259280393,41.502625813537
"081846","04","018","08184604018",2.03469845452728,41.4890890479263
"081846","04","019","08184604019",2.03416256890704,41.495976483838
"081846","04","020","08184604020",2.03914298675723,41.4968580055338
"081846","04","021","08184604021",2.03995514522438,41.5065824973182
"081846","04","022","08184604022",2.04463252752723,41.4907487507622
"081859","01","001","08185901001",1.57454837405521,41.6569391861283
"081878","01","001","08187801001",2.10706119596468,41.5469311645458
"081878","01","002","08187801002",2.10574187988503,41.5492180737646
"081878","01","003","08187801003",2.10881668296873,41.5514105077011
"081878","01","004","08187801004",2.11306501438982,41.5502719026016
"081878","01","005","08187801005",2.1106851799977,41.5488958356557
"081878","01","006","08187801006",2.11265480210938,41.5458863115341
"081878","01","007","08187801007",2.11536947220293,41.5431727591942
"081878","01","008","08187801008",2.11278319565847,41.541959048836
"081878","01","009","08187801009",2.10819895295058,41.5415821248664
"081878","01","010","08187801010",2.10816137863456,41.5441376589406
"081878","01","011","08187801011",2.10507097631738,41.5438385098397
"081878","01","012","08187801012",2.10114082613549,41.5455438808466
"081878","01","013","08187801013",2.09716107281879,41.5466350848402
"081878","01","014","08187801014",2.10013106905716,41.5483187042116
"081878","01","015","08187801015",2.10233098409165,41.5490319384057
"081878","01","016","08187801016",2.10973283139135,41.5396093371883
"081878","01","017","08187801017",2.11067966216383,41.5372584842477
"081878","01","018","08187801018",2.11380797117455,41.533932571323
"081878","01","019","08187801019",2.11366731280783,41.5379359331929
"081878","01","020","08187801020",2.11622607348574,41.539706039256
"081878","01","021","08187801021",2.11696272594009,41.5379338862769
"081878","01","022","08187801022",2.11573288339084,41.5358120506656
"081878","01","023","08187801023",2.11750746028368,41.5346147308538
"081878","01","024","08187801024",2.11808031481113,41.5330208625558
"081878","01","025","08187801025",2.12403767920976,41.5377167329183
"081878","01","026","08187801026",2.12130534472815,41.5397109284347
"081878","01","027","08187801027",2.11973569250065,41.5408108156051
"081878","01","028","08187801028",2.11839416976107,41.5432364841
"081878","01","029","08187801029",2.11720667927422,41.5525510726766
"081878","01","030","08187801030",2.10480444894234,41.5508997974141
"081878","01","031","08187801031",2.1033812813642,41.5455343791466
"081878","01","032","08187801032",2.09677340010157,41.549373789381
"081878","01","033","08187801033",2.12055270614655,41.5438539474702
"081878","01","034","08187801034",2.11908939364394,41.547220613493
"081878","01","035","08187801035",2.11784190758301,41.5365659175294
"081878","02","001","08187802001",2.1034159965126,41.5526032539611
"081878","02","002","08187802002",2.1064408822622,41.5536507321774
"081878","02","003","08187802003",2.09970796491027,41.5603356245516
"081878","02","004","08187802004",2.10652563242269,41.5567781866489
"081878","02","005","08187802005",2.10279888825335,41.555956643761
"081878","02","006","08187802006",2.10301980964169,41.5591488921243
"081878","02","007","08187802007",2.09937569065649,41.5580152886859
"081878","02","008","08187802008",2.10915569051403,41.5548813507062
"081878","02","009","08187802009",2.10027994661054,41.5528188959935
"081878","02","010","08187802010",2.1095974297,41.5741326766675
"081878","02","011","08187802011",2.10528006783708,41.5608103264978
"081878","02","012","08187802012",2.10286985826427,41.5624735658803
"081878","02","013","08187802013",2.10551434157592,41.5652228599559
"081878","02","014","08187802014",2.0999443315665,41.5698165572113
"081878","02","015","08187802015",2.09759300457877,41.5602083940142
"081878","02","016","08187802016",2.1004648588264,41.5512517035334
"081878","02","017","08187802017",2.09921703448623,41.5547054825867
"081878","03","001","08187803001",2.08580925569663,41.5672520038311
"081878","03","002","08187803002",2.0877902804929,41.5642772600338
"081878","03","003","08187803003",2.08921894171319,41.5650075390766
"081878","03","004","08187803004",2.09050113018644,41.5658484312741
"081878","03","005","08187803005",2.0943786517052,41.5626046065043
"081878","03","006","08187803006",2.09628412023414,41.5645010917448
"081878","03","007","08187803007",2.09339418569797,41.5649798529891
"081878","03","008","08187803008",2.09273506230144,41.5669563753288
"081878","03","009","08187803009",2.09140226419334,41.5680308281573
"081878","03","010","08187803010",2.09630222502589,41.5685492539246
"081878","03","011","08187803011",2.09492608303808,41.5664141683995
"081878","03","012","08187803012",2.08879578396989,41.5693222159872
"081878","03","013","08187803013",2.08729626123768,41.5687657319093
"081878","03","014","08187803014",2.09122714525164,41.572063639863
"081878","03","015","08187803015",2.0889908730378,41.5740708143456
"081878","03","016","08187803016",2.09168828090924,41.5696296183115
"081878","03","017","08187803017",2.08387720436582,41.5696843013574
"081878","03","018","08187803018",2.06901283347882,41.5737975706749
"081878","03","019","08187803019",2.08353026433591,41.5711585259077
"081878","03","020","08187803020",2.08685904158821,41.570622636295
"081878","03","021","08187803021",2.08806480158447,41.5758851263199
"081878","03","022","08187803022",2.07540019365108,41.5814893104586
"081878","03","023","08187803023",2.08558858636958,41.5753300482503
"081878","03","024","08187803024",2.09922528637225,41.5630468074926
"081878","03","025","08187803025",2.08199078497021,41.5719672195731
"081878","03","026","08187803026",2.08225868305582,41.5742349880261
"081878","03","027","08187803027",2.08699063144067,41.5725089436157
"081878","04","001","08187804001",2.09008437810549,41.561145350197
"081878","04","002","08187804002",2.09414301590516,41.5614527886888
"081878","04","003","08187804003",2.09359066960247,41.5604082331324
"081878","04","004","08187804004",2.09330230416771,41.5589295878838
"081878","04","005","08187804005",2.09570462997605,41.5594955604341
"081878","04","006","08187804006",2.0962875982295,41.5570563845777
"081878","04","007","08187804007",2.0960649722116,41.5550697599061
"081878","04","008","08187804008",2.09306523849677,41.554708930837
"081878","04","009","08187804009",2.09137276538976,41.5574606727605
"081878","04","010","08187804010",2.08874406867028,41.5560031992523
"081878","04","011","08187804011",2.0868329762196,41.5557944413642
"081878","04","012","08187804012",2.08540296970846,41.5558316802123
"081878","04","013","08187804013",2.08310794414549,41.5547996035658
"081878","04","014","08187804014",2.08758553055834,41.5537899653371
"081878","04","015","08187804015",2.09120235603367,41.5519160375122
"081878","04","016","08187804016",2.08795120338584,41.5490863865716
"081878","04","017","08187804017",2.08481145863199,41.5499782319347
"081878","04","018","08187804018",2.08263463415991,41.5503263942988
"081878","04","019","08187804019",2.08108575561899,41.5503631701723
"081878","04","029","08187804029",2.07013897691943,41.559721293641
"081878","04","021","08187804021",2.08583759871543,41.5573007913052
"081878","04","022","08187804022",2.08456124750906,41.5569452297457
"081878","05","001","08187805001",2.10699455250692,41.5327951396575
"081878","05","002","08187805002",2.10484924382366,41.5376200892117
"081878","05","003","08187805003",2.10193315014533,41.5424874941373
"081878","05","004","08187805004",2.10076045396027,41.5327965691457
"081878","05","005","08187805005",2.09760844246172,41.5392258433915
"081878","05","006","08187805006",2.09628458590759,41.542988175114
"081878","05","007","08187805007",2.09189645700124,41.541267627827
"081878","05","008","08187805008",2.090961631798,41.5453358815475
"081878","05","009","08187805009",2.09260432584638,41.5483502630628
"081878","05","012","08187805012",2.08773201798232,41.546680475901
"081878","05","013","08187805013",2.07500736655199,41.546506452225
"081878","05","014","08187805014",2.11058664097958,41.5337930547454
"081878","05","015","08187805015",2.10365726021636,41.540066806415
"081878","06","001","08187806001",2.11498525304597,41.5299377458253
"081878","06","002","08187806002",2.11566662289921,41.528599392388
"081878","06","003","08187806003",2.11632369663762,41.5273340140343
"081878","06","004","08187806004",2.1139614210522,41.5246274593692
"081878","06","005","08187806005",2.11683301767625,41.5246948333732
"081878","06","006","08187806006",2.11546939168906,41.523410107606
"081878","06","007","08187806007",2.11161219396773,41.5255301591791
"081878","06","008","08187806008",2.10290213333513,41.5170310499929
"081878","06","009","08187806009",2.10933658811829,41.5282958842315
"081878","06","010","08187806010",2.11119533692044,41.5270946727457
"081878","06","011","08187806011",2.11108238974163,41.5293240504626
"081878","06","012","08187806012",2.11277853240033,41.5298824342481
"081878","06","013","08187806013",2.1135617890468,41.5281731782042
"081878","06","014","08187806014",2.11871871104005,41.5255072995429
"081878","06","016","08187806016",2.11684807345366,41.5304974984602
"081878","06","017","08187806017",2.11884826925254,41.5310194467433
"081878","06","018","08187806018",2.12171557311286,41.5315663515687
"081878","06","020","08187806020",2.12194478653729,41.5292815156266
"081878","06","021","08187806021",2.12407110533815,41.5276223444698
"081878","06","022","08187806022",2.12145212862488,41.5264289898623
"081878","06","023","08187806023",2.11951149685127,41.5285242979812
"081878","06","024","08187806024",2.10738261334837,41.527448401826
"081878","07","001","08187807001",2.12239242840485,41.5494270945284
"081878","07","002","08187807002",2.12493346843981,41.5527087945625
"081878","07","003","08187807003",2.12710544368296,41.5482863656406
"081878","07","004","08187807004",2.12385726937838,41.5485340581752
"081878","07","005","08187807005",2.12481484603516,41.562706175692
"081878","07","006","08187807006",2.13015516562374,41.5612441527372
"081878","07","007","08187807007",2.13734462719253,41.5499258025498
"081878","07","008","08187807008",2.13225371874277,41.5389574243434
"081884","01","001","08188401001",1.94420535709551,42.0288287029366
"081897","01","001","08189701001",1.56302366030438,41.7514904803119
"081901","01","001","08190101001",1.73480667178502,42.2289731443003
"081918","01","001","08191801001",1.89670803492604,41.8230357165139
"081918","01","002","08191801002",1.89345396185007,41.8255319548742
"081918","01","003","08191801003",1.89667909845847,41.8257207234173
"081918","01","004","08191801004",1.89785447818499,41.8281924114169
"081918","01","005","08191801005",1.92040129912317,41.8606758347715
"081918","01","006","08191801006",1.89383616712527,41.8209888286862
"081923","01","001","08192301001",1.84741902265808,41.7789646390183
"081923","01","002","08192301002",1.82959146366461,41.7721267434263
"081923","01","003","08192301003",1.84310081331589,41.7886183797227
"081923","01","004","08192301004",1.81806102714537,41.791570251331
"081939","01","001","08193901001",2.56769546913562,41.6393717456849
"081944","01","001","08194401001",2.21627608535511,41.4305003071333
"081944","01","002","08194401002",2.21386219377365,41.4329713105907
"081944","01","003","08194401003",2.22139923079032,41.4308538662128
"081944","01","004","08194401004",2.2193483595941,41.4286447821369
"081944","01","005","08194401005",2.21841815402129,41.4319252702118
"081944","01","006","08194401006",2.21811192796989,41.429251110945
"081944","02","001","08194402001",2.2308724648151,41.4271409962326
"081944","02","002","08194402002",2.23118012765575,41.4225907381902
"081944","02","003","08194402003",2.2257739913372,41.4243195092812
"081944","02","004","08194402004",2.22236172780973,41.4271606400724
"081944","02","005","08194402005",2.22185693653315,41.4286765840457
"081944","03","001","08194403001",2.20955633902428,41.4289671413281
"081944","04","001","08194404001",2.2223188611665,41.4223334186592
"081944","05","001","08194405001",2.21212676756568,41.4232149827733
"081944","05","002","08194405002",2.21322060158725,41.4224404403948
"081944","05","003","08194405003",2.21587136642198,41.4217965504794
"081944","05","004","08194405004",2.21305247468247,41.4211351525251
"081944","06","001","08194406001",2.22246923386541,41.4200982526298
"081944","06","002","08194406002",2.22144356343104,41.4200662452071
"081944","06","003","08194406003",2.21941843429279,41.4199129052439
"081944","06","004","08194406004",2.21766437451708,41.4185222704837
"081944","06","005","08194406005",2.21876846560965,41.41753289644
"081944","06","006","08194406006",2.22102575573566,41.4185238800918
"081944","06","007","08194406007",2.23164768685032,41.4123175108288
"081944","06","007","08194406007",2.22426067578648,41.4147357509477
"081957","01","001","08195701001",2.13099658820767,42.0812881831079
"081960","01","001","08196001001",1.97395162976159,41.4440008565643
"081960","01","002","08196001002",1.98019160033656,41.445748066885
"081960","01","003","08196001003",1.97279616553013,41.4488747484272
"081960","01","004","08196001004",1.97124306543149,41.4466483579698
"081960","01","005","08196001005",1.95561022906926,41.4586948228653
"081960","01","006","08196001006",1.96893062714514,41.4498783217934
"081960","01","007","08196001007",1.95717489351632,41.4441337956498
"081960","01","008","08196001008",1.96569055870726,41.4534662397718
"081960","01","009","08196001009",1.97740596522013,41.4444766553507
"081960","01","010","08196001010",1.97624694866547,41.4488587750025
"081960","01","011","08196001011",1.9696706224709,41.4570531500595
"081960","01","012","08196001012",1.95582610986586,41.4507699588508
"081960","01","013","08196001013",1.96669064032455,41.4481817135456
"081960","01","014","08196001014",1.96243070246828,41.4510315327342
"081976","01","001","08197601001",2.48099058928285,41.5744692537232
"081976","01","002","08197601002",2.48264816658942,41.5708684425414
"081976","01","003","08197601003",2.48519364483063,41.5764956940952
"081976","02","001","08197602001",2.4812215701416,41.5826801801004
"081976","02","002","08197602002",2.49146864448306,41.5580919404707
"081976","02","003","08197602003",2.50069377429328,41.5621623061236
"081982","01","001","08198201001",2.39600279373823,41.6725406521211
"081982","01","002","08198201002",2.37951608026042,41.6497330245858
"081982","01","003","08198201003",2.37802298400843,41.6435228348565
"081982","01","003","08198201003",2.39713903587668,41.6620401579182
"081995","01","001","08199501001",2.15431229814983,41.9690908552521
"082009","01","001","08200901001",2.03065528871267,41.3585490536065
"082009","01","002","08200901002",2.0303800463755,41.3573232262182
"082009","01","003","08200901003",2.02886945022964,41.3568927498782
"082009","01","004","08200901004",2.03241321666683,41.3564686972685
"082009","01","005","08200901005",2.03472968348893,41.3563984006489
"082009","01","006","08200901006",2.03304644377039,41.3572806274415
"082009","01","007","08200901007",2.0277311656682,41.3561197857637
"082009","02","001","08200902001",2.03119251649264,41.3517722558351
"082009","02","002","08200902002",2.03276192142482,41.3499891437938
"082009","02","003","08200902003",2.02952423791533,41.3497972528004
"082009","02","004","08200902004",2.03094673317258,41.3496559215321
"082009","02","005","08200902005",2.03500313469413,41.3486039775518
"082009","02","006","08200902006",2.03523412523712,41.3472867829244
"082009","02","007","08200902007",2.03314868785648,41.347650388473
"082009","02","008","08200902008",2.0325647933177,41.3466837829723
"082009","02","009","08200902009",2.03007114021443,41.3478711522087
"082009","02","010","08200902010",2.03067464053721,41.3450643273156
"082009","02","011","08200902011",2.0265409619124,41.3465030307699
"082009","02","012","08200902012",2.02878139729013,41.3478395330044
"082009","02","013","08200902013",2.01243799074495,41.3508863189344
"082009","02","014","08200902014",2.02584609816651,41.3477785843314
"082009","02","015","08200902015",2.03673266555863,41.3497315620137
"082009","02","016","08200902016",2.01713919386008,41.3424932465887
"082009","02","017","08200902017",2.02789111659953,41.3520238432347
"082009","02","018","08200902018",2.02586516592413,41.3490137557683
"082009","02","019","08200902019",2.03544447697613,41.3465687621066
"082009","03","001","08200903001",2.04520275637204,41.3473793096993
"082009","03","002","08200903002",2.04429050921181,41.3441189490844
"082009","03","003","08200903003",2.03762030455366,41.3453759733376
"082009","03","004","08200903004",2.04117068294035,41.3470874333465
"082009","03","005","08200903005",2.04080458986866,41.3445544610567
"082009","03","006","08200903006",2.03843486390456,41.3471805718777
"082009","03","007","08200903007",2.03988021682032,41.3418842524716
"082009","03","008","08200903008",2.03819197045014,41.3423133472124
"082009","03","009","08200903009",2.03441444394084,41.3418326024879
"082009","04","001","08200904001",2.05644430844678,41.3246245963501
"082009","04","002","08200904002",2.04287151259634,41.3415038353265
"082009","04","003","08200904003",2.04485032665819,41.3395797032599
"082009","04","004","08200904004",2.04303577579696,41.3394352165602
"082009","04","005","08200904005",2.04193550206481,41.3388371199478
"082009","04","006","08200904006",2.0448009626992,41.3368750649253
"082009","04","007","08200904007",2.03947058173217,41.3373652206324
"082009","04","008","08200904008",2.04661628327307,41.3332490175
"082009","04","009","08200904009",2.04618949575357,41.3385689296409
"082009","05","001","08200905001",2.02536251848203,41.3364116342761
"082009","05","002","08200905002",2.03255439491109,41.3367477299561
"082009","05","003","08200905003",2.03527979471804,41.3355589697317
"082009","06","001","08200906001",2.03654663149978,41.3336431273534
"082009","06","002","08200906002",2.04049483909484,41.333245034278
"082009","06","003","08200906003",2.0360813696331,41.3278569721761
"082016","01","001","08201601001",2.15817941849187,42.0531077165423
"082021","01","001","08202101001",2.49181433196917,41.6913653248946
"082021","01","002","08202101002",2.48737275223152,41.6888682804691
"082021","01","003","08202101003",2.48477881786798,41.6828165405795
"082021","01","004","08202101004",2.49280582568315,41.6850791052369
"082021","01","005","08202101005",2.49608647611042,41.6928664460026
"082021","01","006","08202101006",2.48321941444848,41.6867797064643
"082021","01","007","08202101007",2.50116663192399,41.6911422054829
"082021","01","008","08202101008",2.4869639370134,41.6924675217708
"082021","02","001","08202102001",2.54202187927629,41.6891013378353
"082037","01","001","08203701001",2.59651509673487,41.6332011932074
"082037","01","002","08203701002",2.60998992115885,41.6264572685525
"082042","01","001","08204201001",1.98169084850798,41.3340528240245
"082042","01","002","08204201002",1.99876660103136,41.3304764735265
"082055","01","001","08205501001",2.08274779265877,41.4722162924571
"082055","01","002","08205501002",2.08483036737869,41.4737904482994
"082055","01","021","08205501021",2.08115924687272,41.4754119234781
"082055","01","018","08205501018",2.06141249231912,41.4960556866032
"082055","01","006","08205501006",2.08847982618161,41.4776875507455
"082055","01","022","08205501022",2.08868620643501,41.4747010536103
"082055","01","008","08205501008",2.09324215285743,41.4777515669089
"082055","01","009","08205501009",2.08653917132618,41.4698888115425
"082055","01","010","08205501010",2.08781377612845,41.4726757666773
"082055","01","011","08205501011",2.09566280016898,41.4742480052606
"082055","01","012","08205501012",2.10803923463186,41.4507957182895
"082055","01","013","08205501013",2.09365051293754,41.4714190267654
"082055","01","023","08205501023",2.0793191001801,41.4794949831563
"082055","01","015","08205501015",2.08398855913401,41.4798512414359
"082055","01","016","08205501016",2.08684015665874,41.4814648853834
"082055","02","001","08205502001",2.07264000063673,41.464683685044
"082055","02","002","08205502002",2.0787082016428,41.4720155460047
"082055","02","003","08205502003",2.07709105078518,41.4653273126208
"082055","02","004","08205502004",2.08082758975817,41.4659259822467
"082055","02","005","08205502005",2.08080345744231,41.4706489473421
"082055","02","011","08205502011",2.08192255209207,41.4560486279003
"082055","02","007","08205502007",2.08105184229549,41.468374770704
"082055","02","008","08205502008",2.07120359345494,41.4719692494684
"082055","02","009","08205502009",2.07565300231065,41.472160204878
"082055","02","010","08205502010",2.07181051760796,41.4760258139965
"082055","03","001","08205503001",2.02734821525661,41.4626041684934
"082055","03","002","08205503002",2.05644677524925,41.4600391606742
"082055","03","003","08205503003",2.03840923395806,41.4523533747313
"082055","03","004","08205503004",2.06471527964657,41.4549487483091
"082055","04","001","08205504001",2.06865279700079,41.4369745664028
"082055","04","002","08205504002",2.07784152730495,41.4499459672529
"082055","04","003","08205504003",2.08310255239886,41.4432297255296
"082055","05","007","08205505007",2.0583156315037,41.4751573916059
"082055","05","002","08205505002",2.04522100305384,41.476128395544
"082055","05","003","08205505003",2.0581212861172,41.4662298954355
"082055","05","004","08205505004",2.04937842772453,41.4714327664295
"082055","05","005","08205505005",2.04689890241566,41.4674411298233
"082055","06","001","08205506001",2.09445125276228,41.4351087004908
"082068","01","001","08206801001",1.75326545052503,41.3560494476214
"082074","01","001","08207401001",2.42166926537002,41.7139603036577
"082080","01","001","08208001001",1.87753976260945,41.4845879870912
"082080","01","002","08208001002",1.86953349485474,41.4987954579742
"082080","01","003","08208001003",1.85853355894752,41.5018386250454
"082080","01","004","08208001004",1.8800996906547,41.5053440650853
"082093","01","001","08209301001",2.22454943125182,41.509060136218
"082093","01","002","08209301002",2.2199576268624,41.5217595179177
"082093","01","003","08209301003",2.24049188407806,41.5141585895138
"082093","01","004","08209301004",2.24666910259419,41.5013326939832
"082107","01","001","08210701001",2.17736472161894,41.6966724575703
"082107","01","002","08210701002",2.16517157071549,41.6842430835507
"082107","02","001","08210702001",2.15928375003695,41.690110169574
"082107","02","002","08210702002",2.15412604882672,41.7003746381842
"082114","01","001","08211401001",2.04826083109407,41.3804291090288
"082114","01","002","08211401002",2.04606495686343,41.3825847693211
"082114","01","003","08211401003",2.04343901310579,41.3835527088656
"082114","01","004","08211401004",2.03956034871926,41.3898646241429
"082114","01","005","08211401005",2.04698228284946,41.3782430619362
"082114","01","006","08211401006",2.0424933538199,41.3812932844931
"082114","02","003","08211402003",2.03168865861305,41.3880686282586
"082114","02","004","08211402004",2.04085163707538,41.3804600007097
"082114","01","007","08211401007",2.03852887979106,41.3753818927362
"082114","02","006","08211402006",2.03419391374085,41.3799842740574
"082114","02","007","08211402007",2.03959062064119,41.3798762847511
"082114","02","008","08211402008",2.04089028891914,41.3828984717257
"082114","03","001","08211403001",2.04833306147238,41.3841872570204
"082114","03","002","08211403002",2.05601757952065,41.3824354503854
"082114","03","003","08211403003",2.05105114786019,41.3844664314983
"082114","03","004","08211403004",2.05156107318799,41.3813599825545
"082114","03","005","08211403005",2.05259083200366,41.3825557185485
"082114","05","003","08211405003",2.04743320788741,41.3855358208774
"082114","05","004","08211405004",2.04615265771621,41.3856559477946
"082114","04","003","08211404003",2.04489241461082,41.3868473113105
"082114","05","005","08211405005",2.0564629295734,41.403163959481
"082114","05","001","08211405001",2.04642063589871,41.3866597832366
"082114","05","002","08211405002",2.04670857132686,41.387278140951
"082114","04","006","08211404006",2.04332242966308,41.3876399967503
"082114","04","007","08211404007",2.04457666560236,41.3879430670836
"082114","04","008","08211404008",2.04592075036107,41.3882756261769
"082114","06","004","08211406004",2.04547113998381,41.3918488323276
"082114","07","001","08211407001",2.05565677652502,41.3863182068542
"082114","07","002","08211407002",2.05537402116385,41.3901253933476
"082114","07","003","08211407003",2.05581847459245,41.3846392994366
"082129","01","001","08212901001",2.00763458975579,41.9382438265513
"082135","01","001","08213501001",1.89786673999672,41.7448656849617
"082135","01","001","08213501001",1.87153760794435,41.7410734512243
"082135","01","001","08213501001",1.90313094948952,41.7705993364268
"082135","01","002","08213501002",1.86747395030858,41.7623852492157
"082135","01","003","08213501003",1.85993741774257,41.7444570818997
"082135","01","003","08213501003",1.87211600735003,41.7482782327255
"082135","01","003","08213501003",1.88925063470495,41.7571959674935
"082135","01","004","08213501004",1.84735222565539,41.7607518242765
"082140","01","001","08214001001",2.35971310214434,41.5090588362748
"082140","01","002","08214001002",2.36535607360943,41.5091541754058
"082140","01","003","08214001003",2.36124748798465,41.5155622271499
"082140","01","004","08214001004",2.3693750957317,41.513664451694
"082140","02","001","08214002001",2.33821968836964,41.5251305223827
"082140","02","002","08214002002",2.34446135714724,41.5324855765091
"082153","01","001","08215301001",2.23572967166465,42.0172920550765
"082153","01","002","08215301002",2.24141431402516,42.015791238755
"082153","01","003","08215301003",2.23752329184969,42.0129596811113
"082166","01","001","08216601001",2.02986257267178,42.1906964370579
"082172","01","001","08217201001",2.04827239930179,41.3628580481623
"082172","01","002","08217201002",2.06155219157315,41.3658439754834
"082172","01","003","08217201003",2.05457138542423,41.3681116683086
"082172","01","004","08217201004",2.05808776324893,41.3641547542175
"082172","01","005","08217201005",2.05621829104629,41.366867728434
"082172","01","006","08217201006",2.05653412548839,41.3688286207985
"082172","01","007","08217201007",2.05855784724871,41.3662348527716
"082172","01","008","08217201008",2.05840493745942,41.3692472345347
"082172","01","009","08217201009",2.05244267621451,41.3664093108272
"082172","01","010","08217201010",2.05490292636843,41.3637542069805
"082172","02","002","08217202002",2.0641485727934,41.3703825759678
"082172","02","003","08217202003",2.06663997532691,41.3650536906691
"082172","02","004","08217202004",2.07082241061523,41.366630155473
"082172","03","001","08217203001",2.07145129290903,41.3679655639234
"082172","03","002","08217203002",2.07311260496013,41.3686490235453
"082172","03","003","08217203003",2.07395301388843,41.3674291173369
"082172","03","004","08217203004",2.0763124776162,41.369560602056
"082172","03","005","08217203005",2.0725396209495,41.3668563859338
"082172","04","001","08217204001",2.0696117944344,41.3723994381336
"082172","05","001","08217205001",2.05711219238865,41.3763934971756
"082172","05","002","08217205002",2.0638262400971,41.3772169263009
"082188","01","001","08218801001",1.79335369492152,41.7446508176106
"082188","01","002","08218801002",1.79909553154374,41.7376941829332
"082188","01","003","08218801003",1.79808289853146,41.7678975770233
"082188","01","005","08218801005",1.80459522307846,41.745832070404
"082188","01","006","08218801006",1.80340536525589,41.7372939590776
"082191","01","001","08219101001",2.39061465036518,41.502999841833
"082191","01","002","08219101002",2.38817885383202,41.5010950869349
"082191","01","003","08219101003",2.38437822551748,41.5003274342747
"082191","01","004","08219101004",2.37822213150385,41.4987197072855
"082191","01","005","08219101005",2.38807690088923,41.5053093293008
"082191","01","006","08219101006",2.38559745817435,41.5034908273538
"082191","02","001","08219102001",2.39774535905995,41.5047232799801
"082191","02","002","08219102002",2.39480186621608,41.5065020942537
"082191","02","003","08219102003",2.39731777537367,41.5061370019299
"082191","02","004","08219102004",2.39546090526163,41.5083342315516
